Area_Criadora_Evento,Area_Solucionadora,UF,Segmentacao_Cliente,Nivel_1,Nivel_2,Nivel_3,Acao_Resolucao,contrato,Nome_tecnologia_aparelho
Area_3,Area_1,GO,Seg_1,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,SP,Seg_2,N1_2,N2_5,N3_3,AR_2,Contr_3,GSM
Area_5,Area_2,RJ,Seg_1,N1_2,N2_2,N3_7,AR_2,Contr_1,Outras
Area_3,Area_1,BA,Seg_1,N1_1,N2_6,N3_6,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_20,Area_1,SP,Seg_4,N1_1,N2_56,N3_114,AR_2,Contr_2,GSM
Area_3,Area_4,RJ,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_4,MG,Seg_5,N1_2,N2_8,N3_3,AR_6,Contr_2,GSM
Area_20,Area_10,PA,Seg_4,N1_1,N2_4,N3_22,AR_12,Contr_2,GSM
Area_3,Area_4,RJ,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_4,MS,Seg_1,N1_2,N2_5,N3_2,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_2,RJ,Seg_1,N1_2,N2_2,N3_5,AR_2,Contr_2,Outras
Area_3,Area_4,SP,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_27,Area_3,MG,Seg_2,N1_7,N2_5,N3_3,AR_1,Contr_2,GSM
Area_3,Area_1,RJ,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_4,MG,Seg_2,N1_2,N2_5,N3_3,AR_6,Contr_3,GSM
Area_3,Area_1,MG,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_16,BA,Seg_5,N1_2,N2_8,N3_9,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_4,N3_16,AR_3,Contr_3,GSM
Area_14,Area_6,SP,Seg_8,N1_1,N2_6,N3_14,AR_13,Contr_3,GSM
Area_12,Area_1,RN,Seg_7,N1_1,N2_10,N3_30,AR_3,Contr_3,GSM
Area_10,Area_4,RS,Seg_5,N1_2,N2_8,N3_9,AR_2,Contr_2,GSM
Area_14,Area_10,SP,Seg_8,N1_1,N2_4,N3_22,AR_12,Contr_3,GSM
Area_5,Area_1,MG,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RJ,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_1,N1_1,N2_4,N3_21,AR_10,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MA,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_7,PR,Seg_8,N1_1,N2_6,N3_14,AR_13,Contr_3,GSM
Area_14,Area_11,MG,Seg_8,N1_1,N2_6,N3_14,AR_6,Contr_3,GSM
Area_14,Area_6,SP,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_14,Area_1,SP,Seg_8,N1_7,N2_6,N3_36,AR_3,Contr_2,GSM
Area_22,Area_28,DF,Seg_13,N1_8,N2_9,N3_27,AR_17,Contr_2,GSM
Area_3,Area_20,PA,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,DF,Seg_4,N1_1,N2_1,N3_38,AR_7,Contr_2,GSM
Area_3,Area_4,MG,Seg_2,N1_2,N2_5,N3_2,AR_2,Contr_3,GSM
Area_13,Area_2,SP,Seg_4,N1_2,N2_5,N3_3,AR_16,Contr_2,GSM
Area_3,Area_4,SP,Seg_2,N1_4,N2_15,N3_87,AR_2,Contr_2,GSM
Area_14,Area_1,MT,Seg_24,N1_1,N2_4,N3_22,AR_12,Contr_2,GSM
Area_9,Area_2,RS,Seg_2,N1_2,N2_5,N3_3,AR_2,Contr_2,GSM
Area_14,Area_5,SP,Seg_8,N1_1,N2_6,N3_14,AR_6,Contr_2,GSM
Area_29,Area_8,BA,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_9,Area_1,PR,Seg_2,N1_1,N2_1,N3_38,AR_3,Contr_2,GSM
Area_29,Area_8,RJ,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_4,CE,Seg_2,N1_14,N2_23,N3_47,AR_2,Contr_2,GSM
Area_3,Area_1,BA,Seg_2,N1_1,N2_4,N3_35,AR_15,Contr_3,GSM
Area_13,Area_1,MA,Seg_2,N1_1,N2_1,N3_38,AR_3,Contr_2,GSM
Area_14,Area_14,MS,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_2,N3_7,AR_2,Contr_1,Outras
Area_3,Area_4,PA,Seg_1,N1_2,N2_2,N3_5,AR_9,Contr_2,Outras
Area_20,Area_4,RS,Seg_4,N1_2,N2_7,N3_3,AR_1,Contr_2,GSM
Area_3,Area_1,MG,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_21,AM,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_9,Area_1,RS,Seg_12,N1_1,N2_4,N3_16,AR_15,Contr_2,GSM
Area_9,Area_1,RS,Seg_2,N1_1,N2_6,N3_8,AR_13,Contr_2,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_4,N3_4,AR_10,Contr_2,3G - WCDMA (UMTS)
Area_13,Area_4,SC,Seg_2,N1_4,N2_24,N3_2,AR_2,Contr_2,GSM
Area_9,Area_1,MG,Seg_31,N1_1,N2_1,N3_38,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_4,N3_16,AR_15,Contr_3,GSM
Area_13,Area_14,MT,Seg_2,N1_1,N2_6,N3_25,AR_1,Contr_2,GSM
Area_10,Area_12,CE,Seg_5,N1_2,N2_8,N3_9,AR_6,Contr_2,GSM
Area_3,Area_11,MG,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_7,Area_1,CE,Seg_1,N1_1,N2_9,N3_10,AR_14,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_1,N1_1,N2_9,N3_43,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_16,BA,Seg_5,N1_2,N2_8,N3_3,AR_1,Contr_2,GSM
Area_3,Area_6,SP,Seg_2,N1_1,N2_1,N3_2,AR_8,Contr_3,GSM
Area_9,Area_1,BA,Seg_4,N1_1,N2_9,N3_43,AR_5,Contr_2,GSM
Area_9,Area_1,SP,Seg_4,N1_1,N2_6,N3_25,AR_9,Contr_2,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_9,N3_43,AR_3,Contr_3,GSM
Area_14,Area_2,GO,Seg_8,N1_2,N2_5,N3_11,AR_2,Contr_3,GSM
Area_14,Area_6,SP,Seg_8,N1_1,N2_6,N3_14,AR_8,Contr_2,GSM
Area_13,Area_27,PR,Seg_4,N1_1,N2_9,N3_72,AR_12,Contr_2,GSM
Area_14,Area_10,SP,Seg_8,N1_1,N2_4,N3_22,AR_12,Contr_3,GSM
Area_3,Area_2,SP,Seg_1,N1_2,N2_2,N3_5,AR_2,Contr_1,Outras
Area_8,Area_1,RJ,Seg_1,N1_1,N2_4,N3_29,AR_3,Contr_2,3G - WCDMA (UMTS)
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_3,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_10,Area_11,MG,Seg_5,N1_2,N2_8,N3_3,AR_6,Contr_2,GSM
Area_12,Area_4,CE,Seg_7,N1_2,N2_10,N3_3,AR_1,Contr_3,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_1,RJ,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_2,GSM
Area_13,Area_11,MG,Seg_4,N1_1,N2_6,N3_14,AR_1,Contr_2,GSM
Area_14,Area_1,SP,Seg_8,N1_1,N2_6,N3_14,AR_9,Contr_1,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_4,SP,Seg_8,N1_2,N2_5,N3_20,AR_2,Contr_3,GSM
Area_3,Area_4,MG,Seg_1,N1_2,N2_2,N3_7,AR_1,Contr_1,Outras
Area_3,Area_1,RJ,Seg_1,N1_1,N2_6,N3_41,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_19,Area_4,RS,Seg_31,N1_2,N2_2,N3_3,AR_2,Contr_2,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_1,SP,Seg_8,N1_1,N2_4,N3_16,AR_3,Contr_3,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_8,Contr_2,GSM
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_20,Area_4,SP,Seg_4,N1_2,N2_7,N3_3,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_8,Contr_2,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_15,Area_8,GO,Seg_10,N1_5,N2_11,N3_17,AR_1,Contr_2,GSM
Area_19,Area_2,RS,Seg_4,N1_2,N2_5,N3_3,AR_2,Contr_2,GSM
Area_14,Area_2,MA,Seg_8,N1_2,N2_5,N3_20,AR_2,Contr_3,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_21,Area_15,SP,Seg_13,N1_8,N2_4,N3_22,AR_10,Contr_2,GSM
Area_21,Area_15,SP,Seg_13,N1_8,N2_4,N3_16,AR_10,Contr_2,GSM
Area_10,Area_4,SP,Seg_5,N1_2,N2_8,N3_3,AR_1,Contr_2,GSM
Area_3,Area_4,BA,Seg_1,N1_2,N2_2,N3_2,AR_1,Contr_2,Outras
Area_21,Area_15,SP,Seg_13,N1_8,N2_4,N3_22,AR_10,Contr_2,GSM
Area_3,Area_2,SP,Seg_1,N1_2,N2_5,N3_3,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_1,RJ,Seg_8,N1_1,N2_4,N3_16,AR_3,Contr_2,GSM
Area_3,Area_1,MT,Seg_1,N1_1,N2_1,N3_1,AR_7,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_4,MG,Seg_5,N1_2,N2_7,N3_3,AR_1,Contr_4,GSM
Area_20,Area_4,SP,Seg_4,N1_4,N2_4,N3_12,AR_3,Contr_2,GSM
Area_13,Area_1,SP,Seg_4,N1_1,N2_6,N3_8,AR_9,Contr_2,GSM
Area_28,Area_2,SP,Seg_2,N1_1,N2_1,N3_38,AR_5,Contr_2,GSM
Area_14,Area_1,GO,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_2,GSM
Area_9,Area_1,GO,Seg_2,N1_1,N2_1,N3_38,AR_7,Contr_2,GSM
Area_14,Area_4,PE,Seg_8,N1_2,N2_5,N3_20,AR_2,Contr_3,GSM
Area_14,Area_20,PA,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_4,N3_52,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_4,SP,Seg_5,N1_2,N2_7,N3_3,AR_1,Contr_4,GSM
Area_9,Area_1,SP,Seg_4,N1_1,N2_1,N3_1,AR_3,Contr_2,GSM
Area_23,Area_2,BA,Seg_16,N1_2,N2_5,N3_2,AR_2,Contr_2,GSM
Area_1,Area_1,SP,Seg_1,N1_1,N2_1,N3_60,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_9,GO,Seg_8,N1_2,N2_5,N3_20,AR_1,Contr_3,GSM
Area_17,Area_1,PE,Seg_7,N1_6,N2_12,N3_18,AR_3,Contr_5,GSM
Area_3,Area_1,SC,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_14,Area_4,MG,Seg_8,N1_2,N2_5,N3_20,AR_9,Contr_2,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_19,Area_4,PR,Seg_2,N1_2,N2_5,N3_3,AR_1,Contr_2,GSM
Area_3,Area_2,PA,Seg_1,N1_2,N2_2,N3_7,AR_2,Contr_2,Outras
Area_3,Area_4,SP,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_1,SE,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_19,Area_2,PR,Seg_4,N1_2,N2_5,N3_3,AR_2,Contr_2,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_2,N3_2,AR_1,Contr_1,Outras
Area_3,Area_1,AM,Seg_1,N1_1,N2_1,N3_1,AR_3,Contr_2,3G - WCDMA (UMTS)
Area_19,Area_4,PR,Seg_4,N1_2,N2_5,N3_3,AR_1,Contr_2,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_2,N3_2,AR_1,Contr_1,Outras
Area_37,Area_1,SP,Seg_4,N1_1,N2_6,N3_8,AR_2,Contr_2,GSM
Area_14,Area_24,RJ,Seg_8,N1_1,N2_4,N3_22,AR_2,Contr_3,GSM
Area_13,Area_6,SP,Seg_4,N1_1,N2_1,N3_2,AR_8,Contr_2,GSM
Area_14,Area_1,GO,Seg_8,N1_1,N2_6,N3_14,AR_6,Contr_2,GSM
Area_12,Area_4,CE,Seg_7,N1_2,N2_10,N3_3,AR_5,Contr_3,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_4,N3_4,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,MG,Seg_1,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_20,Area_4,MG,Seg_4,N1_4,N2_4,N3_12,AR_2,Contr_2,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,GO,Seg_1,N1_1,N2_1,N3_2,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,CE,Seg_2,N1_1,N2_1,N3_2,AR_1,Contr_1,GSM
Area_19,Area_7,SC,Seg_14,N1_1,N2_6,N3_14,AR_6,Contr_2,GSM
Area_10,Area_4,SP,Seg_5,N1_2,N2_8,N3_3,AR_8,Contr_2,GSM
Area_9,Area_1,SP,Seg_2,N1_1,N2_1,N3_1,AR_3,Contr_2,GSM
Area_3,Area_16,BA,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_1,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,GO,Seg_1,N1_1,N2_1,N3_1,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,CE,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,PE,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_13,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,MG,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,BA,Seg_1,N1_1,N2_1,N3_1,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_9,Area_2,PA,Seg_2,N1_2,N2_2,N3_11,AR_2,Contr_2,GSM
Area_3,Area_2,CE,Seg_1,N1_2,N2_5,N3_3,AR_2,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_11,MG,Seg_1,N1_1,N2_6,N3_8,AR_6,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_4,SP,Seg_1,N1_2,N2_2,N3_5,AR_1,Contr_2,Outras
Area_14,Area_2,SP,Seg_8,N1_2,N2_5,N3_20,AR_11,Contr_2,GSM
Area_13,Area_2,MA,Seg_4,N1_2,N2_5,N3_37,AR_2,Contr_2,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_13,Contr_2,3G - WCDMA (UMTS)
Area_14,Area_1,RJ,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_3,Area_1,RJ,Seg_1,N1_1,N2_1,N3_60,AR_14,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MG,Seg_1,N1_2,N2_2,N3_5,AR_2,Contr_2,Outras
Area_46,Area_15,CE,Seg_8,N1_8,N2_1,N3_38,AR_2,Contr_2,GSM
Area_19,Area_1,SP,Seg_2,N1_1,N2_1,N3_38,AR_15,Contr_2,GSM
Area_28,Area_1,SP,Seg_12,N1_1,N2_6,N3_14,AR_9,Contr_2,GSM
Area_28,Area_4,SP,Seg_12,N1_2,N2_2,N3_7,AR_9,Contr_2,GSM
Area_3,Area_1,RS,Seg_1,N1_1,N2_4,N3_29,AR_15,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MG,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,BA,Seg_1,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_7,Area_1,RS,Seg_1,N1_1,N2_1,N3_1,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_28,Area_7,PR,Seg_2,N1_1,N2_1,N3_2,AR_1,Contr_2,GSM
Area_3,Area_4,SP,Seg_1,N1_2,N2_2,N3_3,AR_2,Contr_1,Outras
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_1,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_9,GO,Seg_8,N1_2,N2_5,N3_2,AR_1,Contr_3,GSM
Area_3,Area_1,RJ,Seg_1,N1_1,N2_4,N3_4,AR_15,Contr_1,3G - WCDMA (UMTS)
Area_13,Area_4,MS,Seg_4,N1_2,N2_2,N3_11,AR_2,Contr_2,GSM
Area_28,Area_1,RJ,Seg_18,N1_1,N2_1,N3_38,AR_15,Contr_2,GSM
Area_14,Area_16,BA,Seg_8,N1_2,N2_5,N3_11,AR_1,Contr_2,GSM
Area_10,Area_4,MG,Seg_5,N1_2,N2_7,N3_3,AR_2,Contr_2,GSM
Area_14,Area_9,MG,Seg_8,N1_2,N2_5,N3_20,AR_1,Contr_3,GSM
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_4,SP,Seg_1,N1_2,N2_2,N3_2,AR_2,Contr_2,Outras
Area_3,Area_4,MG,Seg_2,N1_2,N2_5,N3_2,AR_1,Contr_3,GSM
Area_3,Area_4,SP,Seg_1,N1_4,N2_29,N3_65,AR_2,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_2,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_1,N1_1,N2_1,N3_1,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_13,Area_4,SP,Seg_2,N1_10,N2_25,N3_115,AR_11,Contr_2,GSM
Area_1,Area_1,SP,Seg_1,N1_1,N2_4,N3_52,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MT,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_1,N1_1,N2_4,N3_4,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_11,MG,Seg_1,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,GO,Seg_2,N1_1,N2_1,N3_1,AR_2,Contr_3,GSM
Area_3,Area_1,BA,Seg_1,N1_1,N2_1,N3_1,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,MG,Seg_1,N1_1,N2_1,N3_1,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,PA,Seg_17,N1_2,N2_5,N3_2,AR_1,Contr_3,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_9,N3_43,AR_1,Contr_3,GSM
Area_9,Area_4,MG,Seg_4,N1_2,N2_5,N3_51,AR_9,Contr_2,GSM
Area_29,Area_8,SP,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,RS,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_1,GO,Seg_1,N1_1,N2_9,N3_10,AR_14,Contr_1,3G - WCDMA (UMTS)
Area_2,Area_1,CE,Seg_1,N1_1,N2_6,N3_46,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_29,Area_8,GO,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_4,RJ,Seg_1,N1_2,N2_2,N3_2,AR_2,Contr_1,Outras
Area_13,Area_2,PA,Seg_2,N1_2,N2_5,N3_3,AR_2,Contr_2,GSM
Area_3,Area_4,SP,Seg_2,N1_10,N2_48,N3_23,AR_3,Contr_2,GSM
Area_3,Area_4,SP,Seg_2,N1_10,N2_25,N3_116,AR_2,Contr_2,GSM
Area_29,Area_8,CE,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_1,BA,Seg_1,N1_1,N2_6,N3_41,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_29,Area_8,AM,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,BA,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,MA,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_16,Area_4,SP,Seg_1,N1_2,N2_2,N3_7,AR_1,Contr_2,Outras
Area_3,Area_2,ES,Seg_1,N1_2,N2_5,N3_5,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_29,Area_8,RS,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_4,BA,Seg_1,N1_2,N2_2,N3_5,AR_1,Contr_1,Outras
Area_3,Area_1,RJ,Seg_1,N1_1,N2_4,N3_29,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_29,Area_8,BA,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,SC,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_4,MT,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_10,Area_20,PA,Seg_35,N1_2,N2_7,N3_3,AR_6,Contr_2,GSM
Area_29,Area_8,RJ,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,SP,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,SP,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,MG,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_29,Area_8,SP,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_13,Area_4,RJ,Seg_4,N1_4,N2_15,N3_2,AR_2,Contr_2,GSM
Area_19,Area_4,MG,Seg_2,N1_2,N2_5,N3_37,AR_2,Contr_2,GSM
Area_3,Area_1,BA,Seg_1,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,PA,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,BA,Seg_1,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_4,MG,Seg_2,N1_2,N2_2,N3_3,AR_13,Contr_2,GSM
Area_10,Area_4,RS,Seg_5,N1_2,N2_8,N3_3,AR_1,Contr_2,GSM
Area_3,Area_1,PE,Seg_1,N1_1,N2_6,N3_19,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_29,Area_8,SP,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_4,MG,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_13,Area_2,SP,Seg_4,N1_2,N2_5,N3_2,AR_2,Contr_2,GSM
Area_3,Area_4,MG,Seg_1,N1_2,N2_2,N3_7,AR_1,Contr_1,Outras
Area_29,Area_8,SP,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_3,Area_1,RJ,Seg_1,N1_1,N2_6,N3_6,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_4,RJ,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MG,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_4,MG,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_10,Area_4,ZZ,Seg_5,N1_2,N2_8,N3_9,AR_1,Contr_2,GSM
Area_19,Area_14,MT,Seg_4,N1_2,N2_5,N3_3,AR_1,Contr_2,GSM
Area_3,Area_4,AM,Seg_1,N1_2,N2_5,N3_5,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,BA,Seg_1,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,GO,Seg_2,N1_1,N2_1,N3_1,AR_7,Contr_3,GSM
Area_12,Area_4,PB,Seg_7,N1_2,N2_10,N3_3,AR_1,Contr_3,GSM
Area_3,Area_1,RJ,Seg_2,N1_1,N2_6,N3_14,AR_1,Contr_2,GSM
Area_14,Area_1,MG,Seg_8,N1_1,N2_6,N3_14,AR_18,Contr_3,GSM
Area_3,Area_4,SP,Seg_2,N1_2,N2_5,N3_3,AR_2,Contr_3,GSM
Area_14,Area_1,MG,Seg_8,N1_1,N2_6,N3_14,AR_18,Contr_3,GSM
Area_3,Area_1,MG,Seg_1,N1_1,N2_9,N3_54,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_2,PA,Seg_8,N1_2,N2_5,N3_20,AR_5,Contr_3,GSM
Area_14,Area_5,SP,Seg_8,N1_2,N2_2,N3_2,AR_8,Contr_2,GSM
Area_3,Area_20,PA,Seg_2,N1_2,N2_2,N3_3,AR_1,Contr_3,GSM
