Area_Criadora_Evento,Area_Solucionadora,UF,Segmentacao_Cliente,Nivel_1,Nivel_2,Nivel_3,Acao_Resolucao,contrato,Nome_tecnologia_aparelho
Area_3,Area_4,PI,Seg_40,N1_2,N2_5,N3_3,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_29,Area_8,SC,Seg_2,N1_11,N2_18,N3_40,AR_3,Contr_5,GSM
Area_9,Area_1,MG,Seg_4,N1_1,N2_4,N3_16,AR_15,Contr_2,GSM
Area_14,Area_1,SC,Seg_8,N1_1,N2_1,N3_2,AR_3,Contr_3,GSM
Area_20,Area_1,SP,Seg_4,N1_1,N2_6,N3_8,AR_13,Contr_2,GSM
Area_3,Area_5,SP,Seg_40,N1_1,N2_6,N3_24,AR_8,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_4,CE,Seg_7,N1_2,N2_10,N3_3,AR_1,Contr_3,GSM
Area_3,Area_1,AM,Seg_40,N1_1,N2_6,N3_6,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,SP,Seg_2,N1_1,N2_4,N3_16,AR_3,Contr_2,GSM
Area_1,Area_4,BA,Seg_40,N1_2,N2_5,N3_117,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_2,N1_1,N2_1,N3_2,AR_3,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_4,PI,Seg_40,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_20,Area_4,ES,Seg_4,N1_2,N2_7,N3_3,AR_6,Contr_2,GSM
Area_3,Area_2,AM,Seg_40,N1_2,N2_2,N3_2,AR_2,Contr_1,Outras
Area_10,Area_4,SP,Seg_5,N1_13,N2_21,N3_30,AR_3,Contr_2,GSM
Area_14,Area_1,SP,Seg_8,N1_1,N2_6,N3_14,AR_13,Contr_3,GSM
Area_68,Area_2,SP,Seg_40,N1_1,N2_1,N3_60,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MG,Seg_2,N1_2,N2_5,N3_20,AR_2,Contr_3,GSM
Area_14,Area_1,SP,Seg_8,N1_1,N2_6,N3_14,AR_3,Contr_3,GSM
Area_12,Area_4,PB,Seg_7,N1_2,N2_10,N3_3,AR_3,Contr_3,GSM
Area_28,Area_1,RJ,Seg_14,N1_1,N2_1,N3_2,AR_1,Contr_2,GSM
Area_3,Area_4,MG,Seg_40,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,SP,Seg_4,N1_1,N2_6,N3_8,AR_9,Contr_2,GSM
Area_3,Area_2,SP,Seg_41,N1_1,N2_6,N3_19,AR_2,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,RJ,Seg_33,N1_1,N2_1,N3_2,AR_13,Contr_2,3G - WCDMA (UMTS)
Area_14,Area_5,SP,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_14,Area_2,GO,Seg_8,N1_2,N2_5,N3_20,AR_2,Contr_2,GSM
Area_31,Area_4,RJ,Seg_34,N1_2,N2_2,N3_2,AR_13,Contr_2,Outras
Area_14,Area_2,BA,Seg_8,N1_2,N2_5,N3_20,AR_2,Contr_2,GSM
Area_3,Area_2,MT,Seg_2,N1_1,N2_4,N3_16,AR_2,Contr_3,GSM
Area_3,Area_5,SP,Seg_41,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_4,N3_16,AR_3,Contr_2,3G - WCDMA (UMTS)
Area_14,Area_21,AM,Seg_8,N1_2,N2_5,N3_20,AR_1,Contr_3,GSM
Area_12,Area_12,CE,Seg_7,N1_1,N2_10,N3_64,AR_1,Contr_3,GSM
Area_3,Area_4,SP,Seg_40,N1_2,N2_2,N3_104,AR_1,Contr_1,Outras
Area_14,Area_1,SP,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_1,N3_1,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_7,Area_1,RS,Seg_40,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,RJ,Seg_40,N1_2,N2_2,N3_7,AR_1,Contr_1,Outras
Area_46,Area_1,SE,Seg_13,N1_8,N2_1,N3_69,AR_1,Contr_2,GSM
Area_50,Area_4,SP,Seg_25,N1_2,N2_2,N3_2,AR_3,Contr_3,GSM
Area_3,Area_1,RS,Seg_40,N1_1,N2_4,N3_16,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,MT,Seg_40,N1_1,N2_4,N3_4,AR_11,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,PA,Seg_40,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,RS,Seg_41,N1_1,N2_1,N3_2,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_19,MS,Seg_13,N1_8,N2_4,N3_22,AR_12,Contr_2,GSM
Area_3,Area_1,MG,Seg_40,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RJ,Seg_41,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_18,Area_1,MG,Seg_40,N1_1,N2_9,N3_10,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_33,N1_1,N2_9,N3_27,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,GO,Seg_40,N1_1,N2_6,N3_6,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_32,Area_1,RJ,Seg_40,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_4,N3_16,AR_3,Contr_2,3G - WCDMA (UMTS)
Area_1,Area_1,DF,Seg_41,N1_1,N2_4,N3_16,AR_3,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,GO,Seg_40,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,RJ,Seg_40,N1_2,N2_5,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_31,Area_1,SP,Seg_34,N1_1,N2_1,N3_2,AR_16,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,BA,Seg_40,N1_1,N2_4,N3_49,AR_15,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_6,SP,Seg_40,N1_2,N2_2,N3_5,AR_1,Contr_1,Outras
Area_1,Area_1,RJ,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MG,Seg_40,N1_2,N2_2,N3_104,AR_1,Contr_1,Outras
Area_10,Area_4,SP,Seg_5,N1_2,N2_7,N3_9,AR_1,Contr_2,GSM
Area_3,Area_4,MG,Seg_40,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,RO,Seg_2,N1_1,N2_1,N3_2,AR_2,Contr_3,GSM
Area_3,Area_1,ES,Seg_18,N1_1,N2_16,N3_34,AR_1,Contr_3,GSM
Area_3,Area_1,RJ,Seg_33,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_2,Area_1,GO,Seg_40,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,RS,Seg_2,N1_1,N2_9,N3_27,AR_17,Contr_2,GSM
Area_9,Area_1,SP,Seg_2,N1_1,N2_6,N3_14,AR_9,Contr_2,GSM
Area_14,Area_11,MG,Seg_8,N1_1,N2_6,N3_14,AR_6,Contr_3,GSM
Area_3,Area_2,RO,Seg_40,N1_1,N2_1,N3_2,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,SC,Seg_4,N1_1,N2_6,N3_25,AR_18,Contr_2,GSM
Area_3,Area_4,RJ,Seg_41,N1_2,N2_2,N3_7,AR_1,Contr_2,Outras
Area_9,Area_5,SP,Seg_2,N1_1,N2_6,N3_8,AR_6,Contr_2,GSM
Area_3,Area_1,SP,Seg_25,N1_1,N2_4,N3_16,AR_3,Contr_3,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_9,N3_54,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_2,N1_1,N2_9,N3_43,AR_17,Contr_3,GSM
Area_3,Area_4,SP,Seg_2,N1_2,N2_5,N3_3,AR_2,Contr_3,GSM
Area_13,Area_1,MG,Seg_4,N1_1,N2_4,N3_16,AR_10,Contr_2,GSM
Area_5,Area_1,SP,Seg_40,N1_1,N2_1,N3_60,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_4,CE,Seg_7,N1_2,N2_10,N3_3,AR_3,Contr_3,GSM
Area_9,Area_11,MG,Seg_4,N1_2,N2_5,N3_3,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,MT,Seg_2,N1_1,N2_4,N3_16,AR_3,Contr_3,GSM
Area_20,Area_4,MA,Seg_4,N1_2,N2_7,N3_3,AR_3,Contr_2,GSM
Area_28,Area_1,RJ,Seg_2,N1_1,N2_6,N3_14,AR_1,Contr_2,GSM
Area_21,Area_27,SP,Seg_13,N1_8,N2_4,N3_22,AR_12,Contr_2,GSM
Area_3,Area_1,BA,Seg_2,N1_1,N2_4,N3_16,AR_3,Contr_3,GSM
Area_9,Area_4,PA,Seg_2,N1_2,N2_5,N3_2,AR_1,Contr_2,GSM
Area_9,Area_4,ES,Seg_2,N1_2,N2_5,N3_51,AR_1,Contr_2,GSM
Area_14,Area_4,PI,Seg_8,N1_2,N2_5,N3_20,AR_4,Contr_3,GSM
Area_3,Area_2,RS,Seg_40,N1_1,N2_6,N3_6,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,BA,Seg_2,N1_1,N2_9,N3_43,AR_2,Contr_3,GSM
Area_14,Area_4,SP,Seg_8,N1_2,N2_5,N3_20,AR_9,Contr_2,GSM
Area_3,Area_1,BA,Seg_41,N1_1,N2_1,N3_60,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,PR,Seg_4,N1_1,N2_1,N3_2,AR_17,Contr_2,GSM
Area_10,Area_11,MG,Seg_5,N1_2,N2_8,N3_9,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_41,N1_1,N2_1,N3_60,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_13,Area_1,PR,Seg_4,N1_1,N2_6,N3_25,AR_18,Contr_2,GSM
Area_2,Area_1,SP,Seg_40,N1_1,N2_6,N3_8,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_4,MG,Seg_5,N1_2,N2_8,N3_3,AR_2,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_28,Area_1,MG,Seg_10,N1_1,N2_6,N3_25,AR_2,Contr_2,GSM
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_20,Area_1,SP,Seg_2,N1_1,N2_6,N3_121,AR_5,Contr_2,GSM
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_16,BA,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_3,Area_2,MG,Seg_2,N1_1,N2_1,N3_60,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_1,GO,Seg_12,N1_1,N2_4,N3_16,AR_3,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_11,MG,Seg_5,N1_2,N2_8,N3_9,AR_18,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_8,Area_1,MG,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_4,MG,Seg_5,N1_2,N2_8,N3_3,AR_1,Contr_2,GSM
Area_15,Area_8,SP,Seg_10,N1_5,N2_11,N3_17,AR_9,Contr_2,GSM
Area_16,Area_1,SP,Seg_2,N1_1,N2_1,N3_2,AR_17,Contr_3,GSM
Area_14,Area_1,MG,Seg_8,N1_1,N2_6,N3_14,AR_9,Contr_3,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_1,N3_2,AR_17,Contr_3,GSM
Area_3,Area_1,SP,Seg_41,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_1,CE,Seg_7,N1_1,N2_10,N3_13,AR_15,Contr_3,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_41,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_2,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SC,Seg_41,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_33,N1_1,N2_1,N3_2,AR_17,Contr_3,GSM
Area_31,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_28,Area_1,SP,Seg_2,N1_1,N2_9,N3_15,AR_17,Contr_3,GSM
Area_22,Area_1,RS,Seg_13,N1_1,N2_1,N3_69,AR_17,Contr_2,GSM
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_2,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,GO,Seg_41,N1_1,N2_6,N3_6,AR_2,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_2,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,RS,Seg_41,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_8,Area_1,PR,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_2,N1_7,N2_13,N3_23,AR_14,Contr_3,GSM
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_41,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_1,CE,Seg_7,N1_1,N2_10,N3_13,AR_15,Contr_3,GSM
Area_3,Area_1,RS,Seg_41,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_2,SP,Seg_2,N1_1,N2_6,N3_26,AR_2,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_33,N1_1,N2_6,N3_41,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_9,Area_16,BA,Seg_2,N1_1,N2_6,N3_25,AR_1,Contr_2,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_28,Area_1,SP,Seg_2,N1_1,N2_9,N3_15,AR_17,Contr_3,GSM
Area_3,Area_1,SP,Seg_2,N1_1,N2_9,N3_43,AR_17,Contr_3,GSM
Area_1,Area_1,PR,Seg_41,N1_1,N2_6,N3_6,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_1,SP,Seg_8,N1_1,N2_1,N3_2,AR_17,Contr_3,GSM
Area_14,Area_1,MG,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_25,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_33,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_8,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,RS,Seg_40,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_55,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_41,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_2,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_11,MG,Seg_8,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,AM,Seg_40,N1_2,N2_5,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,PR,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_28,Area_1,SP,Seg_3,N1_1,N2_9,N3_15,AR_17,Contr_3,GSM
Area_31,Area_1,SC,Seg_33,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_1,N3_60,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,PR,Seg_40,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_7,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_20,Area_4,GO,Seg_4,N1_2,N2_7,N3_3,AR_3,Contr_2,GSM
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_17,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_4,PB,Seg_7,N1_2,N2_10,N3_7,AR_2,Contr_3,GSM
Area_3,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_1,CE,Seg_7,N1_1,N2_10,N3_13,AR_15,Contr_3,GSM
Area_3,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_28,Area_1,SP,Seg_2,N1_1,N2_9,N3_15,AR_18,Contr_2,GSM
Area_3,Area_4,SP,Seg_41,N1_2,N2_2,N3_5,AR_1,Contr_1,Outras
Area_35,Area_2,SP,Seg_40,N1_1,N2_6,N3_6,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_8,Area_1,RS,Seg_41,N1_1,N2_1,N3_60,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_13,Area_4,MG,Seg_2,N1_2,N2_5,N3_2,AR_2,Contr_2,GSM
Area_3,Area_1,PR,Seg_41,N1_1,N2_1,N3_2,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_5,Area_1,RS,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_13,Area_4,MG,Seg_2,N1_2,N2_5,N3_37,AR_2,Contr_2,GSM
Area_53,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_12,Area_1,CE,Seg_7,N1_1,N2_10,N3_13,AR_15,Contr_3,GSM
Area_3,Area_4,MG,Seg_40,N1_2,N2_2,N3_2,AR_1,Contr_1,Outras
Area_5,Area_2,SP,Seg_40,N1_1,N2_1,N3_60,AR_2,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_4,MT,Seg_2,N1_2,N2_2,N3_2,AR_1,Contr_3,GSM
Area_3,Area_1,SP,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,SP,Seg_33,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_10,Area_4,SC,Seg_5,N1_2,N2_8,N3_9,AR_8,Contr_2,GSM
Area_3,Area_1,PA,Seg_2,N1_1,N2_6,N3_14,AR_1,Contr_3,GSM
Area_10,Area_4,SC,Seg_5,N1_2,N2_8,N3_9,AR_8,Contr_2,GSM
Area_10,Area_4,SC,Seg_5,N1_2,N2_8,N3_3,AR_1,Contr_2,GSM
Area_10,Area_4,SC,Seg_5,N1_2,N2_8,N3_3,AR_8,Contr_2,GSM
Area_2,Area_4,RJ,Seg_33,N1_2,N2_2,N3_5,AR_1,Contr_2,Outras
Area_1,Area_1,SP,Seg_41,N1_1,N2_9,N3_10,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_1,Area_1,PR,Seg_40,N1_1,N2_9,N3_10,AR_18,Contr_1,3G - WCDMA (UMTS)
Area_14,Area_1,SP,Seg_24,N1_1,N2_1,N3_2,AR_3,Contr_1,GSM
Area_14,Area_4,BA,Seg_8,N1_2,N2_5,N3_20,AR_1,Contr_3,GSM
Area_14,Area_11,MG,Seg_8,N1_1,N2_6,N3_14,AR_6,Contr_3,GSM
Area_9,Area_1,PR,Seg_4,N1_1,N2_9,N3_43,AR_18,Contr_2,GSM
Area_12,Area_1,CE,Seg_7,N1_1,N2_10,N3_13,AR_3,Contr_3,GSM
Area_12,Area_4,CE,Seg_7,N1_2,N2_10,N3_3,AR_2,Contr_3,GSM
Area_3,Area_1,RJ,Seg_33,N1_1,N2_1,N3_60,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_18,Area_11,MG,Seg_33,N1_1,N2_1,N3_2,AR_1,Contr_2,3G - WCDMA (UMTS)
Area_3,Area_6,SP,Seg_40,N1_1,N2_4,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
Area_3,Area_1,MG,Seg_41,N1_1,N2_1,N3_2,AR_1,Contr_1,3G - WCDMA (UMTS)
